,Label,ImagePath,encoded_label
55,002-R,DataSet/CASIA-Iris-Thousand/002/R/S5002R01.jpg,5
56,002-R,DataSet/CASIA-Iris-Thousand/002/R/S5002R06.jpg,5
57,002-R,DataSet/CASIA-Iris-Thousand/002/R/S5002R02.jpg,5
58,002-R,DataSet/CASIA-Iris-Thousand/002/R/S5002R08.jpg,5
59,002-R,DataSet/CASIA-Iris-Thousand/002/R/S5002R07.jpg,5
60,003-L,DataSet/CASIA-Iris-Thousand/003/L/S5003L03.jpg,6
61,003-L,DataSet/CASIA-Iris-Thousand/003/L/S5003L01.jpg,6
62,003-L,DataSet/CASIA-Iris-Thousand/003/L/S5003L07.jpg,6
63,003-L,DataSet/CASIA-Iris-Thousand/003/L/S5003L00.jpg,6
64,003-L,DataSet/CASIA-Iris-Thousand/003/L/S5003L04.jpg,6
65,003-L,DataSet/CASIA-Iris-Thousand/003/L/S5003L05.jpg,6
66,003-L,DataSet/CASIA-Iris-Thousand/003/L/S5003L02.jpg,6
67,003-L,DataSet/CASIA-Iris-Thousand/003/L/S5003L08.jpg,6
68,003-L,DataSet/CASIA-Iris-Thousand/003/L/S5003L09.jpg,6
69,003-L,DataSet/CASIA-Iris-Thousand/003/L/S5003L06.jpg,6
70,003-R,DataSet/CASIA-Iris-Thousand/003/R/S5003R06.jpg,7
71,003-R,DataSet/CASIA-Iris-Thousand/003/R/S5003R09.jpg,7
72,003-R,DataSet/CASIA-Iris-Thousand/003/R/S5003R08.jpg,7
73,003-R,DataSet/CASIA-Iris-Thousand/003/R/S5003R04.jpg,7
74,003-R,DataSet/CASIA-Iris-Thousand/003/R/S5003R01.jpg,7
75,003-R,DataSet/CASIA-Iris-Thousand/003/R/S5003R00.jpg,7
76,003-R,DataSet/CASIA-Iris-Thousand/003/R/S5003R03.jpg,7
77,003-R,DataSet/CASIA-Iris-Thousand/003/R/S5003R05.jpg,7
78,003-R,DataSet/CASIA-Iris-Thousand/003/R/S5003R07.jpg,7
79,003-R,DataSet/CASIA-Iris-Thousand/003/R/S5003R02.jpg,7
80,004-L,DataSet/CASIA-Iris-Thousand/004/L/S5004L02.jpg,8
81,004-L,DataSet/CASIA-Iris-Thousand/004/L/S5004L06.jpg,8
82,004-L,DataSet/CASIA-Iris-Thousand/004/L/S5004L07.jpg,8
83,004-L,DataSet/CASIA-Iris-Thousand/004/L/S5004L01.jpg,8
84,004-L,DataSet/CASIA-Iris-Thousand/004/L/S5004L04.jpg,8
85,004-L,DataSet/CASIA-Iris-Thousand/004/L/S5004L09.jpg,8
86,004-L,DataSet/CASIA-Iris-Thousand/004/L/S5004L08.jpg,8
87,004-L,DataSet/CASIA-Iris-Thousand/004/L/S5004L03.jpg,8
88,004-L,DataSet/CASIA-Iris-Thousand/004/L/S5004L00.jpg,8
89,004-L,DataSet/CASIA-Iris-Thousand/004/L/S5004L05.jpg,8
90,004-R,DataSet/CASIA-Iris-Thousand/004/R/S5004R01.jpg,9
91,004-R,DataSet/CASIA-Iris-Thousand/004/R/S5004R06.jpg,9
92,004-R,DataSet/CASIA-Iris-Thousand/004/R/S5004R05.jpg,9
93,004-R,DataSet/CASIA-Iris-Thousand/004/R/S5004R08.jpg,9
94,004-R,DataSet/CASIA-Iris-Thousand/004/R/S5004R09.jpg,9
95,004-R,DataSet/CASIA-Iris-Thousand/004/R/S5004R03.jpg,9
96,004-R,DataSet/CASIA-Iris-Thousand/004/R/S5004R00.jpg,9
97,004-R,DataSet/CASIA-Iris-Thousand/004/R/S5004R07.jpg,9
98,004-R,DataSet/CASIA-Iris-Thousand/004/R/S5004R04.jpg,9
99,004-R,DataSet/CASIA-Iris-Thousand/004/R/S5004R02.jpg,9
100,005-L,DataSet/CASIA-Iris-Thousand/005/L/S5005L01.jpg,10
101,005-L,DataSet/CASIA-Iris-Thousand/005/L/S5005L04.jpg,10
102,005-L,DataSet/CASIA-Iris-Thousand/005/L/S5005L00.jpg,10
103,005-L,DataSet/CASIA-Iris-Thousand/005/L/S5005L09.jpg,10
104,005-L,DataSet/CASIA-Iris-Thousand/005/L/S5005L08.jpg,10
105,005-L,DataSet/CASIA-Iris-Thousand/005/L/S5005L06.jpg,10
106,005-L,DataSet/CASIA-Iris-Thousand/005/L/S5005L02.jpg,10
107,005-L,DataSet/CASIA-Iris-Thousand/005/L/S5005L03.jpg,10
108,005-L,DataSet/CASIA-Iris-Thousand/005/L/S5005L05.jpg,10
109,005-L,DataSet/CASIA-Iris-Thousand/005/L/S5005L07.jpg,10
110,005-R,DataSet/CASIA-Iris-Thousand/005/R/S5005R07.jpg,11
111,005-R,DataSet/CASIA-Iris-Thousand/005/R/S5005R02.jpg,11
112,005-R,DataSet/CASIA-Iris-Thousand/005/R/S5005R08.jpg,11
113,005-R,DataSet/CASIA-Iris-Thousand/005/R/S5005R03.jpg,11
114,005-R,DataSet/CASIA-Iris-Thousand/005/R/S5005R05.jpg,11
115,005-R,DataSet/CASIA-Iris-Thousand/005/R/S5005R09.jpg,11
116,005-R,DataSet/CASIA-Iris-Thousand/005/R/S5005R06.jpg,11
117,005-R,DataSet/CASIA-Iris-Thousand/005/R/S5005R04.jpg,11
118,005-R,DataSet/CASIA-Iris-Thousand/005/R/S5005R01.jpg,11
119,005-R,DataSet/CASIA-Iris-Thousand/005/R/S5005R00.jpg,11
120,006-L,DataSet/CASIA-Iris-Thousand/006/L/S5006L08.jpg,12
121,006-L,DataSet/CASIA-Iris-Thousand/006/L/S5006L06.jpg,12
122,006-L,DataSet/CASIA-Iris-Thousand/006/L/S5006L03.jpg,12
123,006-L,DataSet/CASIA-Iris-Thousand/006/L/S5006L09.jpg,12
124,006-L,DataSet/CASIA-Iris-Thousand/006/L/S5006L04.jpg,12
125,006-L,DataSet/CASIA-Iris-Thousand/006/L/S5006L02.jpg,12
126,006-L,DataSet/CASIA-Iris-Thousand/006/L/S5006L01.jpg,12
127,006-L,DataSet/CASIA-Iris-Thousand/006/L/S5006L00.jpg,12
128,006-L,DataSet/CASIA-Iris-Thousand/006/L/S5006L05.jpg,12
129,006-L,DataSet/CASIA-Iris-Thousand/006/L/S5006L07.jpg,12
130,006-R,DataSet/CASIA-Iris-Thousand/006/R/S5006R05.jpg,13
131,006-R,DataSet/CASIA-Iris-Thousand/006/R/S5006R04.jpg,13
132,006-R,DataSet/CASIA-Iris-Thousand/006/R/S5006R03.jpg,13
133,006-R,DataSet/CASIA-Iris-Thousand/006/R/S5006R06.jpg,13
134,006-R,DataSet/CASIA-Iris-Thousand/006/R/S5006R00.jpg,13
135,006-R,DataSet/CASIA-Iris-Thousand/006/R/S5006R02.jpg,13
136,006-R,DataSet/CASIA-Iris-Thousand/006/R/S5006R08.jpg,13
137,006-R,DataSet/CASIA-Iris-Thousand/006/R/S5006R01.jpg,13
138,006-R,DataSet/CASIA-Iris-Thousand/006/R/S5006R09.jpg,13
139,006-R,DataSet/CASIA-Iris-Thousand/006/R/S5006R07.jpg,13
140,007-L,DataSet/CASIA-Iris-Thousand/007/L/S5007L00.jpg,14
141,007-L,DataSet/CASIA-Iris-Thousand/007/L/S5007L05.jpg,14
142,007-L,DataSet/CASIA-Iris-Thousand/007/L/S5007L07.jpg,14
143,007-L,DataSet/CASIA-Iris-Thousand/007/L/S5007L01.jpg,14
144,007-L,DataSet/CASIA-Iris-Thousand/007/L/S5007L03.jpg,14
145,007-L,DataSet/CASIA-Iris-Thousand/007/L/S5007L02.jpg,14
146,007-L,DataSet/CASIA-Iris-Thousand/007/L/S5007L04.jpg,14
147,007-L,DataSet/CASIA-Iris-Thousand/007/L/S5007L08.jpg,14
148,007-L,DataSet/CASIA-Iris-Thousand/007/L/S5007L06.jpg,14
149,007-L,DataSet/CASIA-Iris-Thousand/007/L/S5007L09.jpg,14
150,007-R,DataSet/CASIA-Iris-Thousand/007/R/S5007R02.jpg,15
151,007-R,DataSet/CASIA-Iris-Thousand/007/R/S5007R07.jpg,15
152,007-R,DataSet/CASIA-Iris-Thousand/007/R/S5007R06.jpg,15
153,007-R,DataSet/CASIA-Iris-Thousand/007/R/S5007R03.jpg,15
154,007-R,DataSet/CASIA-Iris-Thousand/007/R/S5007R04.jpg,15
155,007-R,DataSet/CASIA-Iris-Thousand/007/R/S5007R08.jpg,15
156,007-R,DataSet/CASIA-Iris-Thousand/007/R/S5007R09.jpg,15
157,007-R,DataSet/CASIA-Iris-Thousand/007/R/S5007R01.jpg,15
158,007-R,DataSet/CASIA-Iris-Thousand/007/R/S5007R00.jpg,15
159,007-R,DataSet/CASIA-Iris-Thousand/007/R/S5007R05.jpg,15
160,008-L,DataSet/CASIA-Iris-Thousand/008/L/S5008L07.jpg,16
161,008-L,DataSet/CASIA-Iris-Thousand/008/L/S5008L02.jpg,16
162,008-L,DataSet/CASIA-Iris-Thousand/008/L/S5008L09.jpg,16
163,008-L,DataSet/CASIA-Iris-Thousand/008/L/S5008L01.jpg,16
164,008-L,DataSet/CASIA-Iris-Thousand/008/L/S5008L03.jpg,16
165,008-L,DataSet/CASIA-Iris-Thousand/008/L/S5008L06.jpg,16
166,008-L,DataSet/CASIA-Iris-Thousand/008/L/S5008L05.jpg,16
167,008-L,DataSet/CASIA-Iris-Thousand/008/L/S5008L08.jpg,16
168,008-L,DataSet/CASIA-Iris-Thousand/008/L/S5008L04.jpg,16
169,008-L,DataSet/CASIA-Iris-Thousand/008/L/S5008L00.jpg,16
170,008-R,DataSet/CASIA-Iris-Thousand/008/R/S5008R01.jpg,17
171,008-R,DataSet/CASIA-Iris-Thousand/008/R/S5008R05.jpg,17
172,008-R,DataSet/CASIA-Iris-Thousand/008/R/S5008R03.jpg,17
173,008-R,DataSet/CASIA-Iris-Thousand/008/R/S5008R00.jpg,17
174,008-R,DataSet/CASIA-Iris-Thousand/008/R/S5008R08.jpg,17
175,008-R,DataSet/CASIA-Iris-Thousand/008/R/S5008R04.jpg,17
176,008-R,DataSet/CASIA-Iris-Thousand/008/R/S5008R09.jpg,17
177,008-R,DataSet/CASIA-Iris-Thousand/008/R/S5008R06.jpg,17
178,008-R,DataSet/CASIA-Iris-Thousand/008/R/S5008R07.jpg,17
179,008-R,DataSet/CASIA-Iris-Thousand/008/R/S5008R02.jpg,17
180,009-L,DataSet/CASIA-Iris-Thousand/009/L/S5009L02.jpg,18
181,009-L,DataSet/CASIA-Iris-Thousand/009/L/S5009L08.jpg,18
182,009-L,DataSet/CASIA-Iris-Thousand/009/L/S5009L03.jpg,18
183,009-L,DataSet/CASIA-Iris-Thousand/009/L/S5009L09.jpg,18
184,009-L,DataSet/CASIA-Iris-Thousand/009/L/S5009L05.jpg,18
185,009-L,DataSet/CASIA-Iris-Thousand/009/L/S5009L01.jpg,18
186,009-L,DataSet/CASIA-Iris-Thousand/009/L/S5009L07.jpg,18
187,009-L,DataSet/CASIA-Iris-Thousand/009/L/S5009L06.jpg,18
188,009-L,DataSet/CASIA-Iris-Thousand/009/L/S5009L00.jpg,18
189,009-L,DataSet/CASIA-Iris-Thousand/009/L/S5009L04.jpg,18
190,009-R,DataSet/CASIA-Iris-Thousand/009/R/S5009R02.jpg,19
191,009-R,DataSet/CASIA-Iris-Thousand/009/R/S5009R09.jpg,19
192,009-R,DataSet/CASIA-Iris-Thousand/009/R/S5009R03.jpg,19
193,009-R,DataSet/CASIA-Iris-Thousand/009/R/S5009R06.jpg,19
194,009-R,DataSet/CASIA-Iris-Thousand/009/R/S5009R00.jpg,19
195,009-R,DataSet/CASIA-Iris-Thousand/009/R/S5009R08.jpg,19
196,009-R,DataSet/CASIA-Iris-Thousand/009/R/S5009R01.jpg,19
197,009-R,DataSet/CASIA-Iris-Thousand/009/R/S5009R04.jpg,19
198,009-R,DataSet/CASIA-Iris-Thousand/009/R/S5009R05.jpg,19
199,009-R,DataSet/CASIA-Iris-Thousand/009/R/S5009R07.jpg,19
200,010-L,DataSet/CASIA-Iris-Thousand/010/L/S5010L01.jpg,20
201,010-L,DataSet/CASIA-Iris-Thousand/010/L/S5010L08.jpg,20
202,010-L,DataSet/CASIA-Iris-Thousand/010/L/S5010L04.jpg,20
203,010-L,DataSet/CASIA-Iris-Thousand/010/L/S5010L03.jpg,20
204,010-L,DataSet/CASIA-Iris-Thousand/010/L/S5010L00.jpg,20
205,010-L,DataSet/CASIA-Iris-Thousand/010/L/S5010L09.jpg,20
206,010-L,DataSet/CASIA-Iris-Thousand/010/L/S5010L06.jpg,20
207,010-L,DataSet/CASIA-Iris-Thousand/010/L/S5010L05.jpg,20
208,010-L,DataSet/CASIA-Iris-Thousand/010/L/S5010L02.jpg,20
209,010-L,DataSet/CASIA-Iris-Thousand/010/L/S5010L07.jpg,20
210,010-R,DataSet/CASIA-Iris-Thousand/010/R/S5010R05.jpg,21
211,010-R,DataSet/CASIA-Iris-Thousand/010/R/S5010R00.jpg,21
212,010-R,DataSet/CASIA-Iris-Thousand/010/R/S5010R06.jpg,21
213,010-R,DataSet/CASIA-Iris-Thousand/010/R/S5010R08.jpg,21
214,010-R,DataSet/CASIA-Iris-Thousand/010/R/S5010R04.jpg,21
215,010-R,DataSet/CASIA-Iris-Thousand/010/R/S5010R07.jpg,21
216,010-R,DataSet/CASIA-Iris-Thousand/010/R/S5010R02.jpg,21
217,010-R,DataSet/CASIA-Iris-Thousand/010/R/S5010R01.jpg,21
218,010-R,DataSet/CASIA-Iris-Thousand/010/R/S5010R09.jpg,21
219,010-R,DataSet/CASIA-Iris-Thousand/010/R/S5010R03.jpg,21
220,011-L,DataSet/CASIA-Iris-Thousand/011/L/S5011L05.jpg,22
221,011-L,DataSet/CASIA-Iris-Thousand/011/L/S5011L08.jpg,22
222,011-L,DataSet/CASIA-Iris-Thousand/011/L/S5011L07.jpg,22
223,011-L,DataSet/CASIA-Iris-Thousand/011/L/S5011L09.jpg,22
224,011-L,DataSet/CASIA-Iris-Thousand/011/L/S5011L03.jpg,22
225,011-L,DataSet/CASIA-Iris-Thousand/011/L/S5011L01.jpg,22
226,011-L,DataSet/CASIA-Iris-Thousand/011/L/S5011L04.jpg,22
227,011-L,DataSet/CASIA-Iris-Thousand/011/L/S5011L02.jpg,22
228,011-L,DataSet/CASIA-Iris-Thousand/011/L/S5011L00.jpg,22
229,011-L,DataSet/CASIA-Iris-Thousand/011/L/S5011L06.jpg,22
230,011-R,DataSet/CASIA-Iris-Thousand/011/R/S5011R04.jpg,23
231,011-R,DataSet/CASIA-Iris-Thousand/011/R/S5011R00.jpg,23
232,011-R,DataSet/CASIA-Iris-Thousand/011/R/S5011R09.jpg,23
233,011-R,DataSet/CASIA-Iris-Thousand/011/R/S5011R03.jpg,23
234,011-R,DataSet/CASIA-Iris-Thousand/011/R/S5011R08.jpg,23
235,011-R,DataSet/CASIA-Iris-Thousand/011/R/S5011R01.jpg,23
236,011-R,DataSet/CASIA-Iris-Thousand/011/R/S5011R06.jpg,23
237,011-R,DataSet/CASIA-Iris-Thousand/011/R/S5011R07.jpg,23
238,011-R,DataSet/CASIA-Iris-Thousand/011/R/S5011R02.jpg,23
239,011-R,DataSet/CASIA-Iris-Thousand/011/R/S5011R05.jpg,23
240,012-L,DataSet/CASIA-Iris-Thousand/012/L/S5012L05.jpg,24
241,012-L,DataSet/CASIA-Iris-Thousand/012/L/S5012L08.jpg,24
242,012-L,DataSet/CASIA-Iris-Thousand/012/L/S5012L01.jpg,24
243,012-L,DataSet/CASIA-Iris-Thousand/012/L/S5012L09.jpg,24
244,012-L,DataSet/CASIA-Iris-Thousand/012/L/S5012L02.jpg,24
245,012-L,DataSet/CASIA-Iris-Thousand/012/L/S5012L00.jpg,24
246,012-L,DataSet/CASIA-Iris-Thousand/012/L/S5012L06.jpg,24
247,012-L,DataSet/CASIA-Iris-Thousand/012/L/S5012L04.jpg,24
248,012-L,DataSet/CASIA-Iris-Thousand/012/L/S5012L07.jpg,24
249,012-L,DataSet/CASIA-Iris-Thousand/012/L/S5012L03.jpg,24
250,012-R,DataSet/CASIA-Iris-Thousand/012/R/S5012R04.jpg,25
251,012-R,DataSet/CASIA-Iris-Thousand/012/R/S5012R05.jpg,25
252,012-R,DataSet/CASIA-Iris-Thousand/012/R/S5012R01.jpg,25
253,012-R,DataSet/CASIA-Iris-Thousand/012/R/S5012R08.jpg,25
254,012-R,DataSet/CASIA-Iris-Thousand/012/R/S5012R02.jpg,25
255,012-R,DataSet/CASIA-Iris-Thousand/012/R/S5012R06.jpg,25
256,012-R,DataSet/CASIA-Iris-Thousand/012/R/S5012R07.jpg,25
257,012-R,DataSet/CASIA-Iris-Thousand/012/R/S5012R03.jpg,25
258,012-R,DataSet/CASIA-Iris-Thousand/012/R/S5012R09.jpg,25
259,012-R,DataSet/CASIA-Iris-Thousand/012/R/S5012R00.jpg,25
260,013-L,DataSet/CASIA-Iris-Thousand/013/L/S5013L01.jpg,26
261,013-L,DataSet/CASIA-Iris-Thousand/013/L/S5013L09.jpg,26
262,013-L,DataSet/CASIA-Iris-Thousand/013/L/S5013L05.jpg,26
263,013-L,DataSet/CASIA-Iris-Thousand/013/L/S5013L00.jpg,26
264,013-L,DataSet/CASIA-Iris-Thousand/013/L/S5013L02.jpg,26
265,013-L,DataSet/CASIA-Iris-Thousand/013/L/S5013L06.jpg,26
266,013-L,DataSet/CASIA-Iris-Thousand/013/L/S5013L03.jpg,26
267,013-L,DataSet/CASIA-Iris-Thousand/013/L/S5013L07.jpg,26
268,013-L,DataSet/CASIA-Iris-Thousand/013/L/S5013L04.jpg,26
269,013-L,DataSet/CASIA-Iris-Thousand/013/L/S5013L08.jpg,26
270,013-R,DataSet/CASIA-Iris-Thousand/013/R/S5013R02.jpg,27
271,013-R,DataSet/CASIA-Iris-Thousand/013/R/S5013R06.jpg,27
272,013-R,DataSet/CASIA-Iris-Thousand/013/R/S5013R00.jpg,27
273,013-R,DataSet/CASIA-Iris-Thousand/013/R/S5013R08.jpg,27
274,013-R,DataSet/CASIA-Iris-Thousand/013/R/S5013R04.jpg,27
275,013-R,DataSet/CASIA-Iris-Thousand/013/R/S5013R07.jpg,27
276,013-R,DataSet/CASIA-Iris-Thousand/013/R/S5013R05.jpg,27
277,013-R,DataSet/CASIA-Iris-Thousand/013/R/S5013R09.jpg,27
278,013-R,DataSet/CASIA-Iris-Thousand/013/R/S5013R03.jpg,27
279,013-R,DataSet/CASIA-Iris-Thousand/013/R/S5013R01.jpg,27
280,014-L,DataSet/CASIA-Iris-Thousand/014/L/S5014L08.jpg,28
281,014-L,DataSet/CASIA-Iris-Thousand/014/L/S5014L01.jpg,28
282,014-L,DataSet/CASIA-Iris-Thousand/014/L/S5014L06.jpg,28
283,014-L,DataSet/CASIA-Iris-Thousand/014/L/S5014L07.jpg,28
284,014-L,DataSet/CASIA-Iris-Thousand/014/L/S5014L02.jpg,28
285,014-L,DataSet/CASIA-Iris-Thousand/014/L/S5014L05.jpg,28
286,014-L,DataSet/CASIA-Iris-Thousand/014/L/S5014L00.jpg,28
287,014-L,DataSet/CASIA-Iris-Thousand/014/L/S5014L09.jpg,28
288,014-L,DataSet/CASIA-Iris-Thousand/014/L/S5014L04.jpg,28
289,014-L,DataSet/CASIA-Iris-Thousand/014/L/S5014L03.jpg,28
290,014-R,DataSet/CASIA-Iris-Thousand/014/R/S5014R03.jpg,29
291,014-R,DataSet/CASIA-Iris-Thousand/014/R/S5014R08.jpg,29
292,014-R,DataSet/CASIA-Iris-Thousand/014/R/S5014R06.jpg,29
293,014-R,DataSet/CASIA-Iris-Thousand/014/R/S5014R02.jpg,29
294,014-R,DataSet/CASIA-Iris-Thousand/014/R/S5014R04.jpg,29
295,014-R,DataSet/CASIA-Iris-Thousand/014/R/S5014R07.jpg,29
296,014-R,DataSet/CASIA-Iris-Thousand/014/R/S5014R09.jpg,29
297,014-R,DataSet/CASIA-Iris-Thousand/014/R/S5014R01.jpg,29
298,014-R,DataSet/CASIA-Iris-Thousand/014/R/S5014R00.jpg,29
299,014-R,DataSet/CASIA-Iris-Thousand/014/R/S5014R05.jpg,29
300,015-L,DataSet/CASIA-Iris-Thousand/015/L/S5015L05.jpg,30
301,015-L,DataSet/CASIA-Iris-Thousand/015/L/S5015L09.jpg,30
302,015-L,DataSet/CASIA-Iris-Thousand/015/L/S5015L00.jpg,30
303,015-L,DataSet/CASIA-Iris-Thousand/015/L/S5015L07.jpg,30
304,015-L,DataSet/CASIA-Iris-Thousand/015/L/S5015L06.jpg,30
305,015-L,DataSet/CASIA-Iris-Thousand/015/L/S5015L01.jpg,30
306,015-L,DataSet/CASIA-Iris-Thousand/015/L/S5015L02.jpg,30
307,015-L,DataSet/CASIA-Iris-Thousand/015/L/S5015L03.jpg,30
308,015-L,DataSet/CASIA-Iris-Thousand/015/L/S5015L08.jpg,30
309,015-L,DataSet/CASIA-Iris-Thousand/015/L/S5015L04.jpg,30
310,015-R,DataSet/CASIA-Iris-Thousand/015/R/S5015R03.jpg,31
311,015-R,DataSet/CASIA-Iris-Thousand/015/R/S5015R08.jpg,31
312,015-R,DataSet/CASIA-Iris-Thousand/015/R/S5015R09.jpg,31
313,015-R,DataSet/CASIA-Iris-Thousand/015/R/S5015R00.jpg,31
314,015-R,DataSet/CASIA-Iris-Thousand/015/R/S5015R02.jpg,31
315,015-R,DataSet/CASIA-Iris-Thousand/015/R/S5015R01.jpg,31
316,015-R,DataSet/CASIA-Iris-Thousand/015/R/S5015R04.jpg,31
317,015-R,DataSet/CASIA-Iris-Thousand/015/R/S5015R05.jpg,31
318,015-R,DataSet/CASIA-Iris-Thousand/015/R/S5015R06.jpg,31
319,015-R,DataSet/CASIA-Iris-Thousand/015/R/S5015R07.jpg,31
320,016-L,DataSet/CASIA-Iris-Thousand/016/L/S5016L02.jpg,32
321,016-L,DataSet/CASIA-Iris-Thousand/016/L/S5016L09.jpg,32
322,016-L,DataSet/CASIA-Iris-Thousand/016/L/S5016L03.jpg,32
323,016-L,DataSet/CASIA-Iris-Thousand/016/L/S5016L05.jpg,32
324,016-L,DataSet/CASIA-Iris-Thousand/016/L/S5016L04.jpg,32
325,016-L,DataSet/CASIA-Iris-Thousand/016/L/S5016L08.jpg,32
326,016-L,DataSet/CASIA-Iris-Thousand/016/L/S5016L06.jpg,32
327,016-L,DataSet/CASIA-Iris-Thousand/016/L/S5016L01.jpg,32
328,016-L,DataSet/CASIA-Iris-Thousand/016/L/S5016L07.jpg,32
329,016-L,DataSet/CASIA-Iris-Thousand/016/L/S5016L00.jpg,32
330,016-R,DataSet/CASIA-Iris-Thousand/016/R/S5016R03.jpg,33
331,016-R,DataSet/CASIA-Iris-Thousand/016/R/S5016R04.jpg,33
332,016-R,DataSet/CASIA-Iris-Thousand/016/R/S5016R05.jpg,33
333,016-R,DataSet/CASIA-Iris-Thousand/016/R/S5016R00.jpg,33
334,016-R,DataSet/CASIA-Iris-Thousand/016/R/S5016R01.jpg,33
335,016-R,DataSet/CASIA-Iris-Thousand/016/R/S5016R09.jpg,33
336,016-R,DataSet/CASIA-Iris-Thousand/016/R/S5016R07.jpg,33
337,016-R,DataSet/CASIA-Iris-Thousand/016/R/S5016R02.jpg,33
338,016-R,DataSet/CASIA-Iris-Thousand/016/R/S5016R06.jpg,33
339,016-R,DataSet/CASIA-Iris-Thousand/016/R/S5016R08.jpg,33
